game_id,pfr_game_id,season,game_type,week,player,pfr_player_id,position,team,opponent,offense_snaps,offense_pct,defense_snaps,defense_pct,st_snaps,st_pct
2023_01_ARI_WAS,202309100was,2023,REG,1,Saahdiq Charles,CharSa00,G,WAS,ARI,71,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Andrew Wylie,WyliAn00,T,WAS,ARI,71,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Charles Leno Jr.,LenoCh00,T,WAS,ARI,71,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Sam Howell,HoweSa00,QB,WAS,ARI,71,1,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Nick Gates,GateNi00,C,WAS,ARI,71,1,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Samuel Cosmi,CosmSa00,G,WAS,ARI,68,0.96,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Terry McLaurin,McLaTe00,WR,WAS,ARI,63,0.89,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Jahan Dotson,DotsJa00,WR,WAS,ARI,62,0.87,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Logan Thomas,ThomLo00,TE,WAS,ARI,58,0.82,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Curtis Samuel,SamuCu00,WR,WAS,ARI,46,0.65,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Brian Robinson Jr.,RobiBr01,RB,WAS,ARI,43,0.61,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,John Bates,BateJo00,TE,WAS,ARI,26,0.37,0,0,9,0.32
2023_01_ARI_WAS,202309100was,2023,REG,1,Antonio Gibson,GibsAn00,RB,WAS,ARI,25,0.35,0,0,5,0.18
2023_01_ARI_WAS,202309100was,2023,REG,1,Dyami Brown,BrowDy00,WR,WAS,ARI,19,0.27,0,0,5,0.18
2023_01_ARI_WAS,202309100was,2023,REG,1,Cole Turner,TurnCo00,TE,WAS,ARI,10,0.14,0,0,10,0.36
2023_01_ARI_WAS,202309100was,2023,REG,1,Chris Rodriguez,RodrCh00,RB,WAS,ARI,3,0.04,0,0,20,0.71
2023_01_ARI_WAS,202309100was,2023,REG,1,Ricky Stromberg,StroRi01,C,WAS,ARI,3,0.04,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Kendall Fuller,FullKe00,CB,WAS,ARI,0,0,62,1,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Darrick Forrest,ForrDa00,FS,WAS,ARI,0,0,62,1,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Kamren Curl,CurlKa00,SS,WAS,ARI,0,0,62,1,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Cody Barton,BartCo00,LB,WAS,ARI,0,0,62,1,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Benjamin St-Juste,StJuBe00,CB,WAS,ARI,0,0,62,1,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Jonathan Allen,AlleJo01,DT,WAS,ARI,0,0,57,0.92,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Montez Sweat,SweaMo00,DE,WAS,ARI,0,0,51,0.82,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Daron Payne,PaynDa00,DT,WAS,ARI,0,0,50,0.81,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,James Smith-Williams,SmitJa08,DE,WAS,ARI,0,0,42,0.68,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Jamin Davis,DaviJa11,LB,WAS,ARI,0,0,40,0.65,5,0.18
2023_01_ARI_WAS,202309100was,2023,REG,1,Emmanuel Forbes,ForbEm00,CB,WAS,ARI,0,0,40,0.65,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Percy Butler,ButlPe00,FS,WAS,ARI,0,0,33,0.53,13,0.46
2023_01_ARI_WAS,202309100was,2023,REG,1,Casey Toohill,ToohCa00,DE,WAS,ARI,0,0,29,0.47,11,0.39
2023_01_ARI_WAS,202309100was,2023,REG,1,John Ridgeway,RidgJo00,DT,WAS,ARI,0,0,16,0.26,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Abdullah Anderson,AndeAb00,DT,WAS,ARI,0,0,10,0.16,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Andre Jones,JoneAn02,DE,WAS,ARI,0,0,4,0.06,24,0.86
2023_01_ARI_WAS,202309100was,2023,REG,1,Jeremy Reaves,ReavJe00,SS,WAS,ARI,0,0,0,0,24,0.86
2023_01_ARI_WAS,202309100was,2023,REG,1,David Mayo,MayoDa00,LB,WAS,ARI,0,0,0,0,24,0.86
2023_01_ARI_WAS,202309100was,2023,REG,1,Khaleke Hudson,HudsKh00,LB,WAS,ARI,0,0,0,0,24,0.86
2023_01_ARI_WAS,202309100was,2023,REG,1,Christian Holmes,HolmCh00,CB,WAS,ARI,0,0,0,0,24,0.86
2023_01_ARI_WAS,202309100was,2023,REG,1,Quan Martin,MartJa04,CB,WAS,ARI,0,0,0,0,18,0.64
2023_01_ARI_WAS,202309100was,2023,REG,1,K.J. Henry,HenrKJ00,DE,WAS,ARI,0,0,0,0,13,0.46
2023_01_ARI_WAS,202309100was,2023,REG,1,Tress Way,WayxTr00,P,WAS,ARI,0,0,0,0,10,0.36
2023_01_ARI_WAS,202309100was,2023,REG,1,Camaron Cheeseman,CheeCa00,LS,WAS,ARI,0,0,0,0,10,0.36
2023_01_ARI_WAS,202309100was,2023,REG,1,Danny Johnson,JohnDa09,CB,WAS,ARI,0,0,0,0,9,0.32
2023_01_ARI_WAS,202309100was,2023,REG,1,Joey Slye,SlyeJo00,K,WAS,ARI,0,0,0,0,8,0.29
2023_01_ARI_WAS,202309100was,2023,REG,1,Jamison Crowder,CrowJa00,WR,WAS,ARI,0,0,0,0,5,0.18
2023_01_ARI_WAS,202309100was,2023,REG,1,Cornelius Lucas,LucaCo01,T,WAS,ARI,0,0,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Tyler Larsen,LarsTy00,C,WAS,ARI,0,0,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Byron Pringle,PrinBy00,WR,WAS,ARI,0,0,0,0,1,0.04
2023_01_ARI_WAS,202309100was,2023,REG,1,Paris Johnson,JohnPa03,T,ARI,WAS,62,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Elijah Wilkinson,WilkEl00,G,ARI,WAS,62,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Will Hernandez,HernWi00,G,ARI,WAS,62,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Hjalte Froholdt,FrohHj00,C,ARI,WAS,62,1,0,0,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Joshua Dobbs,DobbJo00,QB,ARI,WAS,62,1,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,D.J. Humphries,HumpD.00,T,ARI,WAS,62,1,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Michael Wilson,WilsMi02,WR,ARI,WAS,56,0.9,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Marquise Brown,BrowMa04,WR,ARI,WAS,52,0.84,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,James Conner,ConnJa00,RB,ARI,WAS,52,0.84,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Zach Ertz,ErtzZa00,TE,ARI,WAS,48,0.77,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Rondale Moore,MoorRo02,WR,ARI,WAS,42,0.68,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Trey McBride,McBrTr01,TE,ARI,WAS,23,0.37,0,0,5,0.18
2023_01_ARI_WAS,202309100was,2023,REG,1,Geoff Swaim,SwaiGe00,TE,ARI,WAS,18,0.29,0,0,8,0.29
2023_01_ARI_WAS,202309100was,2023,REG,1,Keaontay Ingram,IngrKe01,RB,ARI,WAS,7,0.11,0,0,0,0
2023_01_ARI_WAS,202309100was,2023,REG,1,Zach Pascal,PascZa00,WR,ARI,WAS,5,0.08,0,0,20,0.72
2023_01_ARI_WAS,202309100was,2023,REG,1,Jesse Luketa,LukeJe00,LB,ARI,WAS,4,0.06,18,0.25,20,0.72
2023_01_ARI_WAS,202309100was,2023,REG,1,Emari Demercado,DemeEm00,RB,ARI,WAS,3,0.05,0,0,7,0.25
2023_01_ARI_WAS,202309100was,2023,REG,1,Budda Baker,BakeBu00,SS,ARI,WAS,0,0,71,1,4,0.14
2023_01_ARI_WAS,202309100was,2023,REG,1,Kei'Trel Clark,ClarKe02,CB,ARI,WAS,0,0,71,1,0,0
